id,category_en,category_es,question_en,answer_en,question_es,answer_es,question_bilingual,answer_bilingual,tags,source_url
qa_111,Garden,Jardín,What is Heavy Duty Wheelbarrow 6 cu ft?,"Heavy Duty Wheelbarrow 6 cu ft is a True Temper product in the Garden category. Steel tray, hardwood handles. Pneumatic tire. Great for gardening and construction.",¿Qué es Heavy Duty Wheelbarrow 6 cu ft?,"Heavy Duty Wheelbarrow 6 cu ft es un producto de True Temper en la categoría Jardín. Bandeja de acero, mangos de madera dura y goma neumática. Excelente para jardinería y construcción.","EN: What is Heavy Duty Wheelbarrow 6 cu ft?
ES: ¿Qué es Heavy Duty Wheelbarrow 6 cu ft?","EN: Heavy Duty Wheelbarrow 6 cu ft is a True Temper product in the Garden category. Steel tray, hardwood handles. Pneumatic tire. Great for gardening and construction.
ES: Heavy Duty Wheelbarrow 6 cu ft es un producto de True Temper en la categoría Jardín. Bandeja de acero, mangos de madera dura y goma neumática. Excelente para jardinería y construcción.","True Temper,WB-6CF-HD",https://ncommercial.vercel.app/store/wheelbarrow-6cuft
qa_112,Garden,Jardín,How much does Heavy Duty Wheelbarrow 6 cu ft cost?,Heavy Duty Wheelbarrow 6 cu ft costs $89.00. It is on sale from $119.00 with a 25% savings.,¿Cuánto cuesta Heavy Duty Wheelbarrow 6 cu ft?,Heavy Duty Wheelbarrow 6 cu ft cuesta $89.00.. Está en oferta desde $119.00 con un ahorro de 25%.,"EN: How much does Heavy Duty Wheelbarrow 6 cu ft cost?
ES: ¿Cuánto cuesta Heavy Duty Wheelbarrow 6 cu ft?","EN: Heavy Duty Wheelbarrow 6 cu ft costs $89.00. It is on sale from $119.00 with a 25% savings.
ES: Heavy Duty Wheelbarrow 6 cu ft cuesta $89.00.. Está en oferta desde $119.00 con un ahorro de 25%.","price,cost",https://ncommercial.vercel.app/store/wheelbarrow-6cuft
qa_113,Garden,Jardín,What is the SKU or item number for Heavy Duty Wheelbarrow 6 cu ft?,The SKU/item number for Heavy Duty Wheelbarrow 6 cu ft is WB-6CF-HD.,¿Qué es the SKU or item number for Heavy Duty Wheelbarrow 6 cu ft?,the SKU or item number for Heavy Duty Wheelbarrow 6 cu ft es un producto de  en la categoría Jardín. ,"EN: What is the SKU or item number for Heavy Duty Wheelbarrow 6 cu ft?
ES: ¿Qué es the SKU or item number for Heavy Duty Wheelbarrow 6 cu ft?","EN: The SKU/item number for Heavy Duty Wheelbarrow 6 cu ft is WB-6CF-HD.
ES: the SKU or item number for Heavy Duty Wheelbarrow 6 cu ft es un producto de  en la categoría Jardín. ","sku,item number",https://ncommercial.vercel.app/store/wheelbarrow-6cuft
qa_114,Garden,Jardín,What is the UPC for Heavy Duty Wheelbarrow 6 cu ft?,The UPC for Heavy Duty Wheelbarrow 6 cu ft is 745035811563.,¿Qué es the UPC for Heavy Duty Wheelbarrow 6 cu ft?,the UPC for Heavy Duty Wheelbarrow 6 cu ft es un producto de  en la categoría Jardín. ,"EN: What is the UPC for Heavy Duty Wheelbarrow 6 cu ft?
ES: ¿Qué es the UPC for Heavy Duty Wheelbarrow 6 cu ft?","EN: The UPC for Heavy Duty Wheelbarrow 6 cu ft is 745035811563.
ES: the UPC for Heavy Duty Wheelbarrow 6 cu ft es un producto de  en la categoría Jardín. ","UPC,barcode",https://ncommercial.vercel.app/store/wheelbarrow-6cuft
qa_115,Garden,Jardín,What brand makes Heavy Duty Wheelbarrow 6 cu ft?,Heavy Duty Wheelbarrow 6 cu ft is made by True Temper.,¿Qué marca fabrica Heavy Duty Wheelbarrow 6 cu ft?,Heavy Duty Wheelbarrow 6 cu ft es fabricado por True Temper.,"EN: What brand makes Heavy Duty Wheelbarrow 6 cu ft?
ES: ¿Qué marca fabrica Heavy Duty Wheelbarrow 6 cu ft?","EN: Heavy Duty Wheelbarrow 6 cu ft is made by True Temper.
ES: Heavy Duty Wheelbarrow 6 cu ft es fabricado por True Temper.",brand,https://ncommercial.vercel.app/store/wheelbarrow-6cuft
qa_116,Garden,Jardín,How many Heavy Duty Wheelbarrow 6 cu ft are in stock?,The site lists 24 units of Heavy Duty Wheelbarrow 6 cu ft in stock.,¿Cuántas unidades de Heavy Duty Wheelbarrow 6 cu ft hay en inventario?,El sitio lista 24 unidades de Heavy Duty Wheelbarrow 6 cu ft en inventario.,"EN: How many Heavy Duty Wheelbarrow 6 cu ft are in stock?
ES: ¿Cuántas unidades de Heavy Duty Wheelbarrow 6 cu ft hay en inventario?","EN: The site lists 24 units of Heavy Duty Wheelbarrow 6 cu ft in stock.
ES: El sitio lista 24 unidades de Heavy Duty Wheelbarrow 6 cu ft en inventario.","stock,inventory",https://ncommercial.vercel.app/store/wheelbarrow-6cuft
qa_117,Garden,Jardín,What is the rating for Heavy Duty Wheelbarrow 6 cu ft?,Heavy Duty Wheelbarrow 6 cu ft is rated 4.5 based on 234 reviews.,¿Qué es the rating for Heavy Duty Wheelbarrow 6 cu ft?,the rating for Heavy Duty Wheelbarrow 6 cu ft es un producto de  en la categoría Jardín. ,"EN: What is the rating for Heavy Duty Wheelbarrow 6 cu ft?
ES: ¿Qué es the rating for Heavy Duty Wheelbarrow 6 cu ft?","EN: Heavy Duty Wheelbarrow 6 cu ft is rated 4.5 based on 234 reviews.
ES: the rating for Heavy Duty Wheelbarrow 6 cu ft es un producto de  en la categoría Jardín. ","rating,reviews",https://ncommercial.vercel.app/store/wheelbarrow-6cuft
qa_118,Garden,Jardín,Can I pick up Heavy Duty Wheelbarrow 6 cu ft in store?,Yes. The product page says pickup is available in 1 hour at the Naguabo store for Heavy Duty Wheelbarrow 6 cu ft.,¿Puedo recoger Heavy Duty Wheelbarrow 6 cu ft en la tienda?,Sí. La página del producto indica que el recogido está disponible en 1 hora en la tienda de Naguabo para Heavy Duty Wheelbarrow 6 cu ft.,"EN: Can I pick up Heavy Duty Wheelbarrow 6 cu ft in store?
ES: ¿Puedo recoger Heavy Duty Wheelbarrow 6 cu ft en la tienda?","EN: Yes. The product page says pickup is available in 1 hour at the Naguabo store for Heavy Duty Wheelbarrow 6 cu ft.
ES: Sí. La página del producto indica que el recogido está disponible en 1 hora en la tienda de Naguabo para Heavy Duty Wheelbarrow 6 cu ft.",pickup,https://ncommercial.vercel.app/store/wheelbarrow-6cuft
qa_119,Garden,Jardín,Does Heavy Duty Wheelbarrow 6 cu ft ship?,Yes. The product page says Heavy Duty Wheelbarrow 6 cu ft ships in 1-2 days.,¿Heavy Duty Wheelbarrow 6 cu ft tiene envío?,Sí. La página del producto indica que Heavy Duty Wheelbarrow 6 cu ft se envía en 1 a 2 días.,"EN: Does Heavy Duty Wheelbarrow 6 cu ft ship?
ES: ¿Heavy Duty Wheelbarrow 6 cu ft tiene envío?","EN: Yes. The product page says Heavy Duty Wheelbarrow 6 cu ft ships in 1-2 days.
ES: Sí. La página del producto indica que Heavy Duty Wheelbarrow 6 cu ft se envía en 1 a 2 días.",shipping,https://ncommercial.vercel.app/store/wheelbarrow-6cuft
qa_120,Garden,Jardín,Does Heavy Duty Wheelbarrow 6 cu ft qualify for free shipping?,The product page says shipping is free for orders over $99. Heavy Duty Wheelbarrow 6 cu ft is listed with that shipping note.,¿Heavy Duty Wheelbarrow 6 cu ft tiene envío?,Sí. La página del producto indica que Heavy Duty Wheelbarrow 6 cu ft se envía en 1 a 2 días.,"EN: Does Heavy Duty Wheelbarrow 6 cu ft qualify for free shipping?
ES: ¿Heavy Duty Wheelbarrow 6 cu ft tiene envío?","EN: The product page says shipping is free for orders over $99. Heavy Duty Wheelbarrow 6 cu ft is listed with that shipping note.
ES: Sí. La página del producto indica que Heavy Duty Wheelbarrow 6 cu ft se envía en 1 a 2 días.","shipping,free over 99",https://ncommercial.vercel.app/store/wheelbarrow-6cuft
qa_121,Garden,Jardín,What category is Heavy Duty Wheelbarrow 6 cu ft in?,Heavy Duty Wheelbarrow 6 cu ft is in the Garden category.,¿En qué categoría está Heavy Duty Wheelbarrow 6 cu ft?,Heavy Duty Wheelbarrow 6 cu ft está en la categoría Jardín.,"EN: What category is Heavy Duty Wheelbarrow 6 cu ft in?
ES: ¿En qué categoría está Heavy Duty Wheelbarrow 6 cu ft?","EN: Heavy Duty Wheelbarrow 6 cu ft is in the Garden category.
ES: Heavy Duty Wheelbarrow 6 cu ft está en la categoría Jardín.",category,https://ncommercial.vercel.app/store/wheelbarrow-6cuft
qa_122,Garden,Jardín,Is Heavy Duty Wheelbarrow 6 cu ft available at the Naguabo store?,Yes. The product page lists Heavy Duty Wheelbarrow 6 cu ft at the Naguabo store with 24 in stock.,¿Heavy Duty Wheelbarrow 6 cu ft está disponible en la tienda de Naguabo?,Sí. La página del producto lista Heavy Duty Wheelbarrow 6 cu ft en la tienda de Naguabo con 24 unidades en inventario.,"EN: Is Heavy Duty Wheelbarrow 6 cu ft available at the Naguabo store?
ES: ¿Heavy Duty Wheelbarrow 6 cu ft está disponible en la tienda de Naguabo?","EN: Yes. The product page lists Heavy Duty Wheelbarrow 6 cu ft at the Naguabo store with 24 in stock.
ES: Sí. La página del producto lista Heavy Duty Wheelbarrow 6 cu ft en la tienda de Naguabo con 24 unidades en inventario.","availability,Naguabo store",https://ncommercial.vercel.app/store/wheelbarrow-6cuft
qa_123,Garden,Jardín,Can I buy Heavy Duty Wheelbarrow 6 cu ft online?,Yes. The product page includes Add to cart and Buy now options for Heavy Duty Wheelbarrow 6 cu ft.,¿Puedo comprar Heavy Duty Wheelbarrow 6 cu ft online?,Sí. La página del producto incluye opciones de Add to cart y Buy now para Heavy Duty Wheelbarrow 6 cu ft.,"EN: Can I buy Heavy Duty Wheelbarrow 6 cu ft online?
ES: ¿Puedo comprar Heavy Duty Wheelbarrow 6 cu ft online?","EN: Yes. The product page includes Add to cart and Buy now options for Heavy Duty Wheelbarrow 6 cu ft.
ES: Sí. La página del producto incluye opciones de Add to cart y Buy now para Heavy Duty Wheelbarrow 6 cu ft.","online order,buy now",https://ncommercial.vercel.app/store/wheelbarrow-6cuft
qa_124,Garden,Jardín,What are the main features of Heavy Duty Wheelbarrow 6 cu ft?,"Main details for Heavy Duty Wheelbarrow 6 cu ft: Steel tray, hardwood handles. Pneumatic tire. Great for gardening and construction.",¿Cuáles son las características principales de Heavy Duty Wheelbarrow 6 cu ft?,"Detalles principales de Heavy Duty Wheelbarrow 6 cu ft: Bandeja de acero, mangos de madera dura y goma neumática. Excelente para jardinería y construcción.","EN: What are the main features of Heavy Duty Wheelbarrow 6 cu ft?
ES: ¿Cuáles son las características principales de Heavy Duty Wheelbarrow 6 cu ft?","EN: Main details for Heavy Duty Wheelbarrow 6 cu ft: Steel tray, hardwood handles. Pneumatic tire. Great for gardening and construction.
ES: Detalles principales de Heavy Duty Wheelbarrow 6 cu ft: Bandeja de acero, mangos de madera dura y goma neumática. Excelente para jardinería y construcción.","features,description",https://ncommercial.vercel.app/store/wheelbarrow-6cuft
qa_125,Garden,Jardín,Is Heavy Duty Wheelbarrow 6 cu ft a good option for its department?,"Based on the site listing, Heavy Duty Wheelbarrow 6 cu ft is a featured Garden product with a 4.5 rating and 234 reviews.",¿Heavy Duty Wheelbarrow 6 cu ft es una buena opción para su departamento?,"Según el listado del sitio, Heavy Duty Wheelbarrow 6 cu ft es un producto destacado de Jardín con una calificación de  y  reseñas.","EN: Is Heavy Duty Wheelbarrow 6 cu ft a good option for its department?
ES: ¿Heavy Duty Wheelbarrow 6 cu ft es una buena opción para su departamento?","EN: Based on the site listing, Heavy Duty Wheelbarrow 6 cu ft is a featured Garden product with a 4.5 rating and 234 reviews.
ES: Según el listado del sitio, Heavy Duty Wheelbarrow 6 cu ft es un producto destacado de Jardín con una calificación de  y  reseñas.","recommendation,featured",https://ncommercial.vercel.app/store/wheelbarrow-6cuft
qa_126,Garden,Jardín,Do you have True Temper WB-6CF-HD?,Yes. WB-6CF-HD is Heavy Duty Wheelbarrow 6 cu ft by True Temper. The listed price is $89.00 and stock is 24 units.,¿Tienen True Temper WB-6CF-HD?,Sí. WB-6CF-HD corresponde a Heavy Duty Wheelbarrow 6 cu ft de True Temper. El precio listado es $89.00 y el inventario es de 24 unidades.,"EN: Do you have True Temper WB-6CF-HD?
ES: ¿Tienen True Temper WB-6CF-HD?","EN: Yes. WB-6CF-HD is Heavy Duty Wheelbarrow 6 cu ft by True Temper. The listed price is $89.00 and stock is 24 units.
ES: Sí. WB-6CF-HD corresponde a Heavy Duty Wheelbarrow 6 cu ft de True Temper. El precio listado es $89.00 y el inventario es de 24 unidades.","True Temper,WB-6CF-HD,lookup",https://ncommercial.vercel.app/store/wheelbarrow-6cuft
qa_127,Garden,Jardín,What should I know before ordering Heavy Duty Wheelbarrow 6 cu ft?,"Before ordering Heavy Duty Wheelbarrow 6 cu ft, note the price is $89.00, SKU is WB-6CF-HD, stock is 24, shipping is listed as 1-2 days, and pickup is listed as 1 hour at the Naguabo store.",¿Qué debo saber antes de ordenar Heavy Duty Wheelbarrow 6 cu ft?,"Antes de ordenar Heavy Duty Wheelbarrow 6 cu ft, toma en cuenta que el precio es $89.00,, el SKU es WB-6CF-HD, el inventario es 24, el envío aparece como 1 a 2 días y el recogido aparece como 1 hora en la tienda de Naguabo.","EN: What should I know before ordering Heavy Duty Wheelbarrow 6 cu ft?
ES: ¿Qué debo saber antes de ordenar Heavy Duty Wheelbarrow 6 cu ft?","EN: Before ordering Heavy Duty Wheelbarrow 6 cu ft, note the price is $89.00, SKU is WB-6CF-HD, stock is 24, shipping is listed as 1-2 days, and pickup is listed as 1 hour at the Naguabo store.
ES: Antes de ordenar Heavy Duty Wheelbarrow 6 cu ft, toma en cuenta que el precio es $89.00,, el SKU es WB-6CF-HD, el inventario es 24, el envío aparece como 1 a 2 días y el recogido aparece como 1 hora en la tienda de Naguabo.","ordering,summary",https://ncommercial.vercel.app/store/wheelbarrow-6cuft
qa_128,Roof Sealing,Sellado de techos,What is Crossco® Water Guard™ 5 Gal?,"Crossco® Water Guard™ 5 Gal is a CROSSCO product in the Roof Sealing category. High-performance 3-in-1 sealant, primer, and paint with strong resistance to alkalinity. Hydrophobic Bio-Pruf Technology waterproofs roofs and walls against water, moisture, and leaks. Stain resistant, energy-saving, and easy to clean. Available in matte or satin finish.",¿Qué es Crossco® Water Guard™ 5 Gal?,"Crossco® Water Guard™ 5 Gal es un producto de CROSSCO en la categoría Sellado de techos. Sellador, primer y pintura 3 en 1 de alto rendimiento con fuerte resistencia al agua empozada. Fórmula de secado rápido con protección impermeable duradera y acabado elastomérico continuo para aplicaciones en techos.","EN: What is Crossco® Water Guard™ 5 Gal?
ES: ¿Qué es Crossco® Water Guard™ 5 Gal?","EN: Crossco® Water Guard™ 5 Gal is a CROSSCO product in the Roof Sealing category. High-performance 3-in-1 sealant, primer, and paint with strong resistance to alkalinity. Hydrophobic Bio-Pruf Technology waterproofs roofs and walls against water, moisture, and leaks. Stain resistant, energy-saving, and easy to clean. Available in matte or satin finish.
ES: Crossco® Water Guard™ 5 Gal es un producto de CROSSCO en la categoría Sellado de techos. Sellador, primer y pintura 3 en 1 de alto rendimiento con fuerte resistencia al agua empozada. Fórmula de secado rápido con protección impermeable duradera y acabado elastomérico continuo para aplicaciones en techos.","CROSSCO,CC-WG-5G",https://ncommercial.vercel.app/store/crossco-water-guard
qa_129,Roof Sealing,Sellado de techos,How much does Crossco® Water Guard™ 5 Gal cost?,Crossco® Water Guard™ 5 Gal costs $59.99. It is on sale from $74.99 with a 20% savings.,¿Cuánto cuesta Crossco® Water Guard™ 5 Gal?,Crossco® Water Guard™ 5 Gal cuesta $59.99.. Está en oferta desde $74.99 con un ahorro de 20%.,"EN: How much does Crossco® Water Guard™ 5 Gal cost?
ES: ¿Cuánto cuesta Crossco® Water Guard™ 5 Gal?","EN: Crossco® Water Guard™ 5 Gal costs $59.99. It is on sale from $74.99 with a 20% savings.
ES: Crossco® Water Guard™ 5 Gal cuesta $59.99.. Está en oferta desde $74.99 con un ahorro de 20%.","price,cost",https://ncommercial.vercel.app/store/crossco-water-guard
qa_130,Roof Sealing,Sellado de techos,What is the SKU or item number for Crossco® Water Guard™ 5 Gal?,The SKU/item number for Crossco® Water Guard™ 5 Gal is CC-WG-5G.,¿Qué es the SKU or item number for Crossco® Water Guard™ 5 Gal?,the SKU or item number for Crossco® Water Guard™ 5 Gal es un producto de  en la categoría Sellado de techos. ,"EN: What is the SKU or item number for Crossco® Water Guard™ 5 Gal?
ES: ¿Qué es the SKU or item number for Crossco® Water Guard™ 5 Gal?","EN: The SKU/item number for Crossco® Water Guard™ 5 Gal is CC-WG-5G.
ES: the SKU or item number for Crossco® Water Guard™ 5 Gal es un producto de  en la categoría Sellado de techos. ","sku,item number",https://ncommercial.vercel.app/store/crossco-water-guard
qa_131,Roof Sealing,Sellado de techos,What is the UPC for Crossco® Water Guard™ 5 Gal?,The UPC for Crossco® Water Guard™ 5 Gal is 787756100221.,¿Qué es the UPC for Crossco® Water Guard™ 5 Gal?,the UPC for Crossco® Water Guard™ 5 Gal es un producto de  en la categoría Sellado de techos. ,"EN: What is the UPC for Crossco® Water Guard™ 5 Gal?
ES: ¿Qué es the UPC for Crossco® Water Guard™ 5 Gal?","EN: The UPC for Crossco® Water Guard™ 5 Gal is 787756100221.
ES: the UPC for Crossco® Water Guard™ 5 Gal es un producto de  en la categoría Sellado de techos. ","UPC,barcode",https://ncommercial.vercel.app/store/crossco-water-guard
qa_132,Roof Sealing,Sellado de techos,What brand makes Crossco® Water Guard™ 5 Gal?,Crossco® Water Guard™ 5 Gal is made by CROSSCO.,¿Qué marca fabrica Crossco® Water Guard™ 5 Gal?,Crossco® Water Guard™ 5 Gal es fabricado por CROSSCO.,"EN: What brand makes Crossco® Water Guard™ 5 Gal?
ES: ¿Qué marca fabrica Crossco® Water Guard™ 5 Gal?","EN: Crossco® Water Guard™ 5 Gal is made by CROSSCO.
ES: Crossco® Water Guard™ 5 Gal es fabricado por CROSSCO.",brand,https://ncommercial.vercel.app/store/crossco-water-guard
qa_133,Roof Sealing,Sellado de techos,How many Crossco® Water Guard™ 5 Gal are in stock?,The site lists 40 units of Crossco® Water Guard™ 5 Gal in stock.,¿Cuántas unidades de Crossco® Water Guard™ 5 Gal hay en inventario?,El sitio lista 40 unidades de Crossco® Water Guard™ 5 Gal en inventario.,"EN: How many Crossco® Water Guard™ 5 Gal are in stock?
ES: ¿Cuántas unidades de Crossco® Water Guard™ 5 Gal hay en inventario?","EN: The site lists 40 units of Crossco® Water Guard™ 5 Gal in stock.
ES: El sitio lista 40 unidades de Crossco® Water Guard™ 5 Gal en inventario.","stock,inventory",https://ncommercial.vercel.app/store/crossco-water-guard
qa_134,Roof Sealing,Sellado de techos,What is the rating for Crossco® Water Guard™ 5 Gal?,Crossco® Water Guard™ 5 Gal is rated 4.7 based on 198 reviews.,¿Qué es the rating for Crossco® Water Guard™ 5 Gal?,the rating for Crossco® Water Guard™ 5 Gal es un producto de  en la categoría Sellado de techos. ,"EN: What is the rating for Crossco® Water Guard™ 5 Gal?
ES: ¿Qué es the rating for Crossco® Water Guard™ 5 Gal?","EN: Crossco® Water Guard™ 5 Gal is rated 4.7 based on 198 reviews.
ES: the rating for Crossco® Water Guard™ 5 Gal es un producto de  en la categoría Sellado de techos. ","rating,reviews",https://ncommercial.vercel.app/store/crossco-water-guard
qa_135,Roof Sealing,Sellado de techos,Can I pick up Crossco® Water Guard™ 5 Gal in store?,Yes. The product page says pickup is available in 1 hour at the Naguabo store for Crossco® Water Guard™ 5 Gal.,¿Puedo recoger Crossco® Water Guard™ 5 Gal en la tienda?,Sí. La página del producto indica que el recogido está disponible en 1 hora en la tienda de Naguabo para Crossco® Water Guard™ 5 Gal.,"EN: Can I pick up Crossco® Water Guard™ 5 Gal in store?
ES: ¿Puedo recoger Crossco® Water Guard™ 5 Gal en la tienda?","EN: Yes. The product page says pickup is available in 1 hour at the Naguabo store for Crossco® Water Guard™ 5 Gal.
ES: Sí. La página del producto indica que el recogido está disponible en 1 hora en la tienda de Naguabo para Crossco® Water Guard™ 5 Gal.",pickup,https://ncommercial.vercel.app/store/crossco-water-guard
qa_136,Roof Sealing,Sellado de techos,Does Crossco® Water Guard™ 5 Gal ship?,Yes. The product page says Crossco® Water Guard™ 5 Gal ships in 1-2 days.,¿Crossco® Water Guard™ 5 Gal tiene envío?,Sí. La página del producto indica que Crossco® Water Guard™ 5 Gal se envía en 1 a 2 días.,"EN: Does Crossco® Water Guard™ 5 Gal ship?
ES: ¿Crossco® Water Guard™ 5 Gal tiene envío?","EN: Yes. The product page says Crossco® Water Guard™ 5 Gal ships in 1-2 days.
ES: Sí. La página del producto indica que Crossco® Water Guard™ 5 Gal se envía en 1 a 2 días.",shipping,https://ncommercial.vercel.app/store/crossco-water-guard
qa_137,Roof Sealing,Sellado de techos,Does Crossco® Water Guard™ 5 Gal qualify for free shipping?,The product page says shipping is free for orders over $99. Crossco® Water Guard™ 5 Gal is listed with that shipping note.,¿Crossco® Water Guard™ 5 Gal tiene envío?,Sí. La página del producto indica que Crossco® Water Guard™ 5 Gal se envía en 1 a 2 días.,"EN: Does Crossco® Water Guard™ 5 Gal qualify for free shipping?
ES: ¿Crossco® Water Guard™ 5 Gal tiene envío?","EN: The product page says shipping is free for orders over $99. Crossco® Water Guard™ 5 Gal is listed with that shipping note.
ES: Sí. La página del producto indica que Crossco® Water Guard™ 5 Gal se envía en 1 a 2 días.","shipping,free over 99",https://ncommercial.vercel.app/store/crossco-water-guard
qa_138,Roof Sealing,Sellado de techos,What category is Crossco® Water Guard™ 5 Gal in?,Crossco® Water Guard™ 5 Gal is in the Roof Sealing category.,¿En qué categoría está Crossco® Water Guard™ 5 Gal?,Crossco® Water Guard™ 5 Gal está en la categoría Sellado de techos.,"EN: What category is Crossco® Water Guard™ 5 Gal in?
ES: ¿En qué categoría está Crossco® Water Guard™ 5 Gal?","EN: Crossco® Water Guard™ 5 Gal is in the Roof Sealing category.
ES: Crossco® Water Guard™ 5 Gal está en la categoría Sellado de techos.",category,https://ncommercial.vercel.app/store/crossco-water-guard
qa_139,Roof Sealing,Sellado de techos,Is Crossco® Water Guard™ 5 Gal available at the Naguabo store?,Yes. The product page lists Crossco® Water Guard™ 5 Gal at the Naguabo store with 40 in stock.,¿Crossco® Water Guard™ 5 Gal está disponible en la tienda de Naguabo?,Sí. La página del producto lista Crossco® Water Guard™ 5 Gal en la tienda de Naguabo con 40 unidades en inventario.,"EN: Is Crossco® Water Guard™ 5 Gal available at the Naguabo store?
ES: ¿Crossco® Water Guard™ 5 Gal está disponible en la tienda de Naguabo?","EN: Yes. The product page lists Crossco® Water Guard™ 5 Gal at the Naguabo store with 40 in stock.
ES: Sí. La página del producto lista Crossco® Water Guard™ 5 Gal en la tienda de Naguabo con 40 unidades en inventario.","availability,Naguabo store",https://ncommercial.vercel.app/store/crossco-water-guard
qa_140,Roof Sealing,Sellado de techos,Can I buy Crossco® Water Guard™ 5 Gal online?,Yes. The product page includes Add to cart and Buy now options for Crossco® Water Guard™ 5 Gal.,¿Puedo comprar Crossco® Water Guard™ 5 Gal online?,Sí. La página del producto incluye opciones de Add to cart y Buy now para Crossco® Water Guard™ 5 Gal.,"EN: Can I buy Crossco® Water Guard™ 5 Gal online?
ES: ¿Puedo comprar Crossco® Water Guard™ 5 Gal online?","EN: Yes. The product page includes Add to cart and Buy now options for Crossco® Water Guard™ 5 Gal.
ES: Sí. La página del producto incluye opciones de Add to cart y Buy now para Crossco® Water Guard™ 5 Gal.","online order,buy now",https://ncommercial.vercel.app/store/crossco-water-guard
qa_141,Roof Sealing,Sellado de techos,What are the main features of Crossco® Water Guard™ 5 Gal?,"Main details for Crossco® Water Guard™ 5 Gal: High-performance 3-in-1 sealant, primer, and paint with strong resistance to alkalinity. Hydrophobic Bio-Pruf Technology waterproofs roofs and walls against water, moisture, and leaks. Stain resistant, energy-saving, and easy to clean. Available in matte or satin finish.",¿Cuáles son las características principales de Crossco® Water Guard™ 5 Gal?,"Detalles principales de Crossco® Water Guard™ 5 Gal: Sellador, primer y pintura 3 en 1 de alto rendimiento con fuerte resistencia al agua empozada. Fórmula de secado rápido con protección impermeable duradera y acabado elastomérico continuo para aplicaciones en techos.","EN: What are the main features of Crossco® Water Guard™ 5 Gal?
ES: ¿Cuáles son las características principales de Crossco® Water Guard™ 5 Gal?","EN: Main details for Crossco® Water Guard™ 5 Gal: High-performance 3-in-1 sealant, primer, and paint with strong resistance to alkalinity. Hydrophobic Bio-Pruf Technology waterproofs roofs and walls against water, moisture, and leaks. Stain resistant, energy-saving, and easy to clean. Available in matte or satin finish.
ES: Detalles principales de Crossco® Water Guard™ 5 Gal: Sellador, primer y pintura 3 en 1 de alto rendimiento con fuerte resistencia al agua empozada. Fórmula de secado rápido con protección impermeable duradera y acabado elastomérico continuo para aplicaciones en techos.","features,description",https://ncommercial.vercel.app/store/crossco-water-guard
qa_142,Roof Sealing,Sellado de techos,Is Crossco® Water Guard™ 5 Gal a good option for its department?,"Based on the site listing, Crossco® Water Guard™ 5 Gal is a featured Roof Sealing product with a 4.7 rating and 198 reviews.",¿Crossco® Water Guard™ 5 Gal es una buena opción para su departamento?,"Según el listado del sitio, Crossco® Water Guard™ 5 Gal es un producto destacado de Sellado de techos con una calificación de  y  reseñas.","EN: Is Crossco® Water Guard™ 5 Gal a good option for its department?
ES: ¿Crossco® Water Guard™ 5 Gal es una buena opción para su departamento?","EN: Based on the site listing, Crossco® Water Guard™ 5 Gal is a featured Roof Sealing product with a 4.7 rating and 198 reviews.
ES: Según el listado del sitio, Crossco® Water Guard™ 5 Gal es un producto destacado de Sellado de techos con una calificación de  y  reseñas.","recommendation,featured",https://ncommercial.vercel.app/store/crossco-water-guard
qa_143,Roof Sealing,Sellado de techos,Do you have CROSSCO CC-WG-5G?,Yes. CC-WG-5G is Crossco® Water Guard™ 5 Gal by CROSSCO. The listed price is $59.99 and stock is 40 units.,¿Tienen CROSSCO CC-WG-5G?,Sí. CC-WG-5G corresponde a Crossco® Water Guard™ 5 Gal de CROSSCO. El precio listado es $59.99 y el inventario es de 40 unidades.,"EN: Do you have CROSSCO CC-WG-5G?
ES: ¿Tienen CROSSCO CC-WG-5G?","EN: Yes. CC-WG-5G is Crossco® Water Guard™ 5 Gal by CROSSCO. The listed price is $59.99 and stock is 40 units.
ES: Sí. CC-WG-5G corresponde a Crossco® Water Guard™ 5 Gal de CROSSCO. El precio listado es $59.99 y el inventario es de 40 unidades.","CROSSCO,CC-WG-5G,lookup",https://ncommercial.vercel.app/store/crossco-water-guard
qa_144,Roof Sealing,Sellado de techos,What should I know before ordering Crossco® Water Guard™ 5 Gal?,"Before ordering Crossco® Water Guard™ 5 Gal, note the price is $59.99, SKU is CC-WG-5G, stock is 40, shipping is listed as 1-2 days, and pickup is listed as 1 hour at the Naguabo store.",¿Qué debo saber antes de ordenar Crossco® Water Guard™ 5 Gal?,"Antes de ordenar Crossco® Water Guard™ 5 Gal, toma en cuenta que el precio es $59.99,, el SKU es CC-WG-5G, el inventario es 40, el envío aparece como 1 a 2 días y el recogido aparece como 1 hora en la tienda de Naguabo.","EN: What should I know before ordering Crossco® Water Guard™ 5 Gal?
ES: ¿Qué debo saber antes de ordenar Crossco® Water Guard™ 5 Gal?","EN: Before ordering Crossco® Water Guard™ 5 Gal, note the price is $59.99, SKU is CC-WG-5G, stock is 40, shipping is listed as 1-2 days, and pickup is listed as 1 hour at the Naguabo store.
ES: Antes de ordenar Crossco® Water Guard™ 5 Gal, toma en cuenta que el precio es $59.99,, el SKU es CC-WG-5G, el inventario es 40, el envío aparece como 1 a 2 días y el recogido aparece como 1 hora en la tienda de Naguabo.","ordering,summary",https://ncommercial.vercel.app/store/crossco-water-guard
